Unnamed: 0,Author,Comment,PublishedAt,IsReply,label,my_bully,label_bully_reasoning,label_bully,,
194,@daboz8753,Except it’s not,2024-03-18T06:36:46Z,TRUE,negative,不會,不會,不會,,
951,@hypergaming4877,Your DGMO called India and begged for it because 7 airbase destroyed 🤡 you just got loan by the way for running your country 🤣🤣🤣,2025-05-11T08:37:25Z,TRUE,negative,會,會,會,,
594,@xiujs,@@Urluv_hyu yikes🥴 the backtrack is obviously making them sound “good” it’s all autotune and backtrack ur dumb asf,2024-07-02T01:32:33Z,TRUE,negative,會,不會,會,,相同
1272,@ZaraKendall,"I'm going to cry, this made me even more stressed.",2016-04-10T18:36:58Z,FALSE,negative,不會,不會,不會,,
859,@Bigshot0958,​@@Tar3q_1998it is because of you pakistani's,2025-05-10T08:16:27Z,TRUE,negative,會,會,會,,
940,@rajbrother.7363,"😂😂😂😂 you are loser India loser right now   Pakistan win , Pakistan zindabad",2025-05-11T19:03:05Z,TRUE,negative,會,會,會,,
220,@notknown5777,Yeah but he wants it to be colder just chipped into 300 billion to make it happen. Should just do a country swap deal. Let all the Africans in then when it's empty we go there build civilization again and watch the UK regress into Africa only colder and wetter. Problem solved.,2024-11-24T10:16:28Z,TRUE,negative,會,會,會,,
265,@paoloplasenzotti7861,Yes. I dont know shit about cooking but there's no way that all of these hacks are useful and correct,2021-04-08T22:34:13Z,TRUE,negative,會,不會,不會,,不同
1098,@shyrain67,"@@Unusermas991_Officiali think its interesting and so do the other people who replied, as well as the 150 likes. who asked you though?",2025-04-18T18:27:02Z,TRUE,negative,會,不會,會,,相同
117,@skullchimes,@@KarkatVantasandMitunaCaptor shut up matthew you've never even had a barbie,2023-05-25T18:05:57Z,TRUE,negative,會,不會,會,,相同
1386,@LollipopLop,@@xuzhang3579it indeed is but what can normal people do? Nothing,2024-12-04T12:40:24Z,TRUE,negative,不會,不會,不會,,
1336,@cmf1402,"I know that recent Korean presidents have gotten pardons for their crimes, but surely the current president's actions won't be pardoned.",2024-12-03T19:47:15Z,TRUE,negative,不會,不會,不會,,
240,@conormcmenemie5126,Mauritania spent a load of it's climate money on an international airport. This supposidly to 'boost it's climate resiliemce'. That wee nugget from the world bank.,2024-11-24T10:13:12Z,TRUE,negative,不會,不會,不會,,
780,@ShiftyMcGoggles,"@@Simsystwistedmind Yeah...Doing this much work for 7 books is a lot, but 41? Ye gods.",2023-02-21T12:27:33Z,TRUE,negative,不會,不會,不會,,
457,@satoruswift1989,"@@rosieposie5852 I have been following them since their ANTIFRAGILE era, so maybe I’m a fearnot. Sakura has been a self-trained singer for the past few years ever since her time as an idol in Japan before Produce 48. Generally, idols in Japan train by themselves to sing because their motive on stage was to make sure fans were satisfied and entertained with the performance, and overall not about skill. However, Korea has higher standards and by the time Sakura was in Korea, she was already 20. She suffered from inferiority complex due to how different the systems are in Korea than Japan. HYBE isn’t known for its vocal training, and they’re quite horrible at that field.   What I think would improve Sakura would be some confidence since in Coachella she never sounded like she was insecure on stage, she was very confident. Maybe a song that would fit her tone, too. I’ve noticed that HYBE has a habit of making their idols sing out of their range (e.g ILLIT)  I don’t even think Eunchae is ready to be an idol, or even, to debut. She lacks the stage presence of an idol and sometimes, you wouldn’t even notice her on stage because of that. Her dancing and singing skills are lacking, but if HYBE was a better company, they would’ve solved that problem. Hopefully the girls would continue to improve.",2024-09-25T20:22:50Z,TRUE,negative,會,不會,不會,,不同
386,@mrradman2986,Miliband is talking complete nonsense.  This does nothing for Britain but make us all poorer.,2024-11-24T10:24:51Z,FALSE,negative,會,不會,不會,,不同
580,@sangjeongkimcho293,EVERYONE GANGSTA UNTIL chinaman/chinawoman STARTS COUGHING,2020-02-12T16:34:31Z,FALSE,negative,會,會,會,,
196,@GTA_6_Clips,"@@rebecca5756-m4h you can tell my ignornace level from a little comment 😂😂 you're actually pathetic.   Go on then, tell me why it isn't misandriatic. I'm looking forward to proving you wrong.",2025-05-11T10:19:35Z,TRUE,negative,會,不會,會,,相同
183,@monicatingo-kanyama4389,It hurts that he may be out soon. This man is evil.,2020-06-03T20:40:54Z,TRUE,negative,不會,不會,不會,,
1232,@Jarthvader,"@@DabsDadyes, 1000 out of 75m Trump voters going on a sightseeing tour is the same as Trump putting tanks in the streets, shutting down congress and all media, refusing to leave office, and arresting all who resist. Back to the land of fantasy called msnbc for you...",2024-12-03T17:31:40Z,TRUE,negative,會,不會,不會,,不同
464,@Fearless.cat1209,Le Sserafim using backtrack: they can't sing  Enhypen using backtrack: they're men so it's okay   Kpop double standards,2025-04-15T12:01:42Z,FALSE,negative,會,不會,會,,相同
1101,@zionwatchman9389,"​@@updateavailable4361who is Allah, we only know one true God. The holy God of Abraham, Isaac and Jacob ( Israel )",2025-04-16T08:56:39Z,TRUE,negative,會,不會,不會,,不同
1010,@babybear240,Yes i have it too. I hate when they waste it like that,2021-06-24T09:48:41Z,TRUE,negative,不會,不會,不會,,
168,@angelad8995,Feeling sick to my heart. That its like another day to in America.  Look how long we our parents there parents have being crying praying for better world.  It will never be just another day.  God help us. And bless the familys give them inner peace and strength that have children that have being murdered because they are black . My heart hurts,2020-06-04T20:28:36Z,TRUE,negative,不會,不會,不會,,
953,@lynli1341,"Evil queen: Did I frighten you?  The general public: No, Snow White and her seven CGI did.",2025-01-17T01:24:41Z,FALSE,negative,會,不會,不會,,不同
1826,@shanecoleman5952,"​@@sebastianguerre6868 I can almost guarantee you that there will not be lower tariffs on US goods after this, but even if that's the case, guess it sucks to be one of those people waiting for him to bring back the manufacturing jobs.",2025-04-09T18:02:49Z,TRUE,negative,不會,不會,不會,,
426,@consighneeseal5202,it sound like the name of a wine. You should da take 2 drink and go and sleep long time,2020-02-12T10:28:55Z,TRUE,negative,不會,不會,會,,
642,@Mushubeans,"DeepSeek also implemented functions for AI cognitive transparency: being able to view HOW the model arrived at its output. OpenAI has totally steered clear of this in order to keep their software/methods secret and proprietary. Being able to look inside the gears and fix things is an exponential positive. OpenAI, the ""democratic company"", shuts users out of the process as much as they possibly can.",2025-01-25T21:12:04Z,TRUE,negative,不會,不會,不會,,
392,@Milamber1982,"How much is the UK donating? Remember we allegedly have a £22 billion black hole to fill, this isn't going to help us. Charity has to begin at home.",2024-11-24T11:17:45Z,FALSE,negative,不會,不會,不會,,
260,@mrnice7570,​@lexruptor nope it's about money laundering by politicians,2024-11-24T10:33:57Z,TRUE,negative,不會,不會,不會,,
571,@b1gthecaT,"​@@vixxexo6855Why did you even bring that up. That's such a disgusting speculation. She debuted when she was 15???? Are you actually proud of yourself for being such a stalker. Why are you giving them so much energy and replying to so many comments when you quite literally ""dont want them to sing again"". Shut up and get out.",2024-05-15T09:23:43Z,TRUE,negative,不會,不會,會,,
806,@TheSecretWorldRules,Can I get a restraining order so this movie doesn't come near me?,2024-12-05T00:39:26Z,TRUE,negative,會,不會,不會,,不同
1872,@davehoward22,Probly because he aint got a clue what hes doing himself.,2025-04-09T19:46:37Z,TRUE,negative,不會,不會,會,,
1267,@Justme42yay,North’s propaganda or a man clinging to power?,2024-12-03T17:23:24Z,TRUE,negative,不會,不會,不會,,
1247,@firstnamelastname9215,lol dictators don’t care about the proper way to do things goofy ahhh,2024-12-03T17:28:28Z,TRUE,negative,不會,不會,不會,,
1363,@tenidasio591,@@txbiaz chill out its only 3 days. go eat more kinchi you’ll be fibe,2024-12-03T17:48:22Z,TRUE,negative,會,會,會,,
357,@sway.m15124,"excuse me, sir, why are you in such a hurry? is someone holding a gun towards you?",2021-05-17T17:25:05Z,FALSE,negative,不會,不會,不會,,
1220,@GauntletKI,Of course the leftist threat was done at night,2024-12-03T17:44:59Z,TRUE,negative,會,不會,不會,,不同
881,@TJCID22,"@@Sleepylevi You will defend even the indefensible and still have the gall to tell US to get mental help??! Irony, thy name be sleepylevi.",2024-12-04T22:04:51Z,TRUE,negative,會,不會,會,,相同
119,@nychtx8186,"That's like stabbing someone and saying ""stop bleeding""",2020-06-02T16:13:27Z,TRUE,negative,不會,不會,會,,
539,@jirachi-wishmaker9242,@@timothy8428 tbh yes I mean i dont want to be rude or anything WHO is too late  WHO president is acting like a finance minister,2020-02-12T08:57:09Z,TRUE,negative,不會,不會,不會,,
134,@TheFifthWallz,It was a fellow urban gentleman saying that’s not a cop so obviously the fellow urban man understood that Drugged Floyd was creating a problem to begin with,2020-06-29T01:14:44Z,TRUE,negative,不會,會,會,,不同
327,@JK-tw3ne,Americans are tired of paying for the worlds problems. You do it.,2024-12-01T11:36:34Z,FALSE,negative,不會,不會,不會,,
107,@NoName-zi9qs,That quote assumes that the cop is the last person you'd trust. The first being your own black brother. Black brother killing black brother is the bigger cause of black deaths.,2020-06-02T23:38:54Z,TRUE,negative,會,會,會,,
751,@vivr670,✨ democratic ✨ Lol. Only idiots believe that America is democratic,2025-01-25T13:28:58Z,TRUE,negative,會,不會,會,,相同
343,@nirajagadapalla2074,Kudos to the second witch for not breaking character even after the judges ruined the ambience of the performance with their jokes.  They had kept their mouths shut during the first. That's the reason why the first witch seemed more scary than second.,2023-05-12T15:41:42Z,FALSE,negative,會,不會,不會,,不同
390,@TheSkye077,I’m never quite sure if she’s being genuine or not  Sometimes I’ve seen her searching around looking for a camera  Sometimes I’ve seen her going over the top because she’s seen a camera  Her laugh often sounds OTT She sometimes speaks in an OTT way not just volume wise but also very dramatic,2023-08-06T21:37:36Z,TRUE,negative,會,不會,不會,,不同
1805,@anarcho-boulangistllamaent2023,The Don got so tired of winning his trade war he had to take a break 😂,2025-04-09T17:45:44Z,FALSE,negative,不會,不會,不會,,
275,@ThatWouldBeCareless,@@ronymoreno581 Some countries have their shit together and are out of lockdown. Not mine. But some.,2021-04-08T16:38:45Z,TRUE,negative,不會,不會,不會,,
1807,@HollyGolightly-lo5ez,"@@Blaze6432 Are you that cognitively rigid to take things so literally?!? It’s called seeing an amazing project with potential. You’re just another troll/hater, cuz who else would be so extremely sensitive & defensive to a comment praising a trailer.",2025-02-22T01:06:57Z,TRUE,negative,不會,不會,會,,
1057,@srsmopar3808,"@ackmedDave ""No one invaded lsrael."" LOL, Oct 7th was imaginary eh?",2025-04-15T17:42:13Z,TRUE,negative,不會,不會,不會,,
1007,@abdullahxyyefaf,my school finna set this as the fire alarm so everyone evacuates immediently 🙏🙏,2025-05-13T06:08:00Z,FALSE,negative,會,不會,會,,相同
693,@halcyondais,How stupid do you have to be to think how much money a film makes is a mark of quality 😂,2025-03-24T21:53:37Z,TRUE,negative,會,不會,會,,相同
502,@d.6781,Wow after two years german lessons ı understand nothing.,2021-06-16T09:34:26Z,TRUE,negative,不會,不會,不會,,
707,@ramirenriquez6795,"I hope so too that this will happen, collaboration, however, I'm not confident about this, only until the world is about to end and we all realize that all we have is each other.",2025-01-25T00:13:37Z,TRUE,negative,不會,不會,不會,,
687,@LCCATCX,"@@harounhajem7972 Yeah, they copied the whole thing within a couple of months using copy and paste function. You just showed us how clueless you are.",2025-01-24T21:46:48Z,TRUE,negative,會,不會,會,,相同
89,@emraskayyy,The way I realized I don’t know what’s it’s like to live life at ease and I’ve only felt safe with myself. Sometimes being independent really hurts.,2024-12-04T16:41:49Z,FALSE,negative,不會,不會,不會,,
347,@markhumphries5191,"@@ananyapandey9628 so reparations, nothing to do with current climate change, and we're better off giving these people money and not using to to try and fix climate change.  Seems logical.  Perhaps you can enlighten us on how they will use the money?  Apart from mansions, swimming pools, armies etc?",2024-11-24T11:12:51Z,TRUE,negative,不會,不會,會,,
1572,@Bgh-q7d,Get a life,2025-05-06T06:49:48Z,TRUE,negative,會,不會,不會,,不同
1805,@HollyGolightly-lo5ez,@ This user and other IU haters camping out under all the channels showing her new trailer. Get a life.,2025-02-21T20:18:00Z,TRUE,negative,不會,不會,會,,
812,,"Come on, don't laugh at the suffering of civilians. I don't want us to act like the bad apples in Pakistan.",2025-05-10T10:01:16Z,TRUE,negative,不會,不會,不會,,
1815,@TonyPantoja674,"My main concern is how to survive all of these financial and political crisis, especially in light of the US political power scuffle. The government has really called things more difficult for its citizens, and we can't sit back and bear all the consequences of the bad governance.",2025-04-10T14:01:41Z,FALSE,negative,不會,不會,不會,,
